영화명,감독,main_emotion,sub_emotion
작은 신들,디미트리 카라카차니스,우울,['고립된']
왈츠,살바토레 마이라,우울,"['염세적인', '마비된']"
OP.1207-X,루시아나 줄리오,화남,['구역질 나는']
가이스터트리오,드미트리 토로닌,우울,['비통한']
도둑 맞은 남자,마티아스 피네이로,기타,['조심스러운']
어둠속의 공포,"블러치,찰스 번즈,마리 카일로,로렌조 마토티,리차드 맥귀르,피에르 디 쉬울로",기타,['마비된']
즐린 수프,아킬 나즐리 카야,기타,['환멸을 느끼는']
블루 아일리즈,어니스토 콘트레라스,우울,['염세적인']
생선 쿠스쿠스,압델라티브 케시시,우울,['비통한']
쉘 위 키스,엠마누엘 무레,두려움,"['조심스러운', '조심스러운']"
세비지 그레이스,톰 칼린,우울,['마비된']
나의 달콤한 마지막 밤,강은옥,우울,['눈물이 나는']
오엠알,김한길,우울,['슬픔']
여자의 혁명,권순옥,우울,['부끄러운']
공무도하가,정지숙,우울,['마비된']
벽,"신아란,안예랑,최성훈,심우현,이소진",기타,['억울한']
프리랜서,박상우,기타,['충격 받은']
포르노! 멜로! 드라마!,손희숙,화남,['악의적인']
EGGS,김우,기타,['염세적인']
하이랜더 - 복수의 전사,카와지리 요시아키,우울,['마비된']
친밀한 적,플로렝 에밀리오 시리,우울,['환멸을 느끼는']
내 남자는 바람둥이,마크 클라인,두려움,"['혼란스러운', '혼란스러운']"
다 큰 여자들,도미나가 마사노리,기타,['배신당한']
퍼니 게임,미카엘 하네케,두려움,['혼란스러운']
솜털,최성우,우울,['마비된']
행복한 식탁,"이경아,김유미",두려움,['스트레스 받는']
후,김대통,기타,['혐오스러운']
북극,아시프 카파디아,행복,['흥분']
굿 모닝,여광수,우울,['마비된']
호스텔 2,일라이 로스,화남,['악의적인']
굿바이 초콜릿,버니 골드먼,두려움,"['두려운', '안도']"
굿바이 그레이스,제임스 C. 스트로즈,우울,['비통한']
너의 거친 숨소리가 좋아,최시영,행복,['흥분']
트릭스,안제이 자키모프스키,두려움,['조심스러운']
사랑에서 영혼으로,텅 후아타오,우울,"['눈물이 나는', '질투하는']"
C+탐정,옥시드 팽 천,놀람,['충격 받은']
군계,정 바오루이,놀람,['충격 받은']
이브는 수고로이 해산하고,간영훈,우울,['눈물이 나는']
벌쓰-데이,박나우,우울,"['염세적인', '마비된']"
파라노말 액티비티,오렌 펠리,두려움,['두려운']
살바도르,압델라티프 휘다르,두려움,['조심스러운']
농부와 딸,모드 알피,두려움,['희생된']
레슬링,그리머 해커나르손,두려움,['두려운']
까칠한 자매,루이스 쿡,우울,['염세적인']
친애하는,오스버트 파커,행복,['흥분']
누이를 이해하기 위하여,최진영,우울,['가난한 불우한']
4.3의 새벽,마나몽,우울,['마비된']
러브 송,크리스토프 오노,기타,['마비된']
자각몽,주재형,우울,['마비된']
울트라 디노 마케라,임아론,행복,['흥분']
아버지를 마지막으로 본 것은 언제입니까?,아난드 턱커,기타,['마비된']
피스트 오브 러브,로버트 벤톤,우울,['비통한']
블러드 앤 초콜렛,카차 본 가르니에,우울,['염세적인']
바흐 이전의 침묵,페레 포르타벨라,행복,"['흥분', '억울한']"
에로틱 푸드걸 - 맛대맛 1,나가오카 히사아키,행복,['신뢰하는']
에로틱 푸드걸 - 맛대맛 2,고또 스지,기타,['희생된']
돌핀 블루,마에다 테츠,우울,['비통한']
"도와줘, 에로스",이강생,두려움,['희생된']
로보트,이태안,우울,['마비된']
3시 22분,이태안,우울,['가난한 불우한']
비밀경찰 F,조문영,두려움,['불안']
남쪽으로 튀어,모리타 요시미츠,화남,"['구역질 나는', '취약한']"
"Stop, Man!",윤종혁,기타,['구역질 나는']
배터리,타키타 요지로,행복,"['자신하는', '두려운', '조심스러운', '흥분']"
흑구(黑狗),손동락,우울,['비통한']
새로운 차를 원하십니까?,"류지강,전수영,박민철,정현동",기타,['혼란스러운']
카니발,함준서,기타,['두려운']
남의 섹스를 비웃지마,이구치 나미,놀람,"['조심스러운', '충격 받은', '회의적인', '충격 받은', '혼란스러운(당황한)']"
불륜의 시간,마리아 슈뢰더,우울,['눈물이 나는']
리시와 난폭한 황제,미카엘 헤르비그,화남,['악의적인']
스쿠터,최윤태,우울,['염세적인']
맨 프럼 어스,리차드 쉥크만,행복,['흥분']
아무일 없는 길,박혜원,우울,"['염세적인', '염세적인']"
퀴즈쇼,이대희,기타,['당혹스러운']
그녀를 원해,이장호,두려움,['당혹스러운']
The Bullets,유용지,우울,['마비된']
어느 저널리스트의 죽음,김성은,우울,['눈물이 나는']
12차선 대로에 뛰어들며…,구자욱,기타,['마비된']
"언젠가, 나의 하루",김창범,우울,['염세적인']
가가별 이야기,정하린,두려움,['걱정스러운']
180 플랫,,두려움,"['희생된', '염세적인']"
사이,이인혜,우울,"['방어적인', '마비된']"
자해 소년,김병민,두려움,['조심스러운']
기호 1번 김용호,엄이랑,우울,['염세적인']
5월 31일,전나래,두려움,['버려진']
악플러,최선아,화남,"['악의적인', '조심스러운']"
반장 메뉴얼,이대웅,두려움,"['회의적인', '환멸을 느끼는']"
플립 플랩,정민영,기타,['두려운']
신기루,문병진,우울,['고립된']
테라:인류 최후의 전쟁,아리스토미니스 처바스,기타,['흥분']
작은 외침,,두려움,['희생된']
훔친 지갑과 생리대,최유연,두려움,['두려운']
섹스 앤 데스,다니엘 워터스,우울,['염세적인']
침묵의 빛,카를로스 레이가다스,우울,['염세적인']
블러드헌터,세바스찬 구티에레즈,놀람,['충격 받은']
영 피플 퍼킹,마틴 게로,기타,['혐오스러운']
페티쉬,손수범,두려움,"['염세적인', '혐오스러운', '조심스러운']"
무간도 IV - 문도,이동승,두려움,['회의적인']
몽골,세르게이 보드로브,우울,['마비된']
위스퍼,스튜어트 헨들러,우울,['마비된']
클로즈드 노트,유키사다 이사오,두려움,"['초조한', '눈물이 나는']"
화이트 노이즈 2,패트릭 루시어,우울,['염세적인']
에일리언 Vs. 헌터,스콧 하퍼,두려움,['희생된']
쿵푸 허슬: 무적 파이터,엽영건,기타,['취약한']
사랑은 음악처럼,프란체스카 요셉,기타,['배신당한']
기억 저편의 장소,김목현,행복,['자신하는']
데스 드라이브,앤디 정,행복,"['흥분', '충격 받은']"
슬립스트림,안소니 홉킨스,기타,['초조한']
카틴,안제이 바이다,두려움,['희생된']
쿵푸 닌자,공택덕 ,기타,['안달하는']
마리와 강아지 이야기,이노마타 류이치 ,우울,['눈물이 나는']
도둑들,자이메 마르케스,우울,['염세적인']
나는 누가 날 죽였는지 알고 있다,크리스 시버트슨,기타,['혼란스러운']
마지막 군단,더그 래플러,두려움,"['두려운', '안달하는', '충격 받은']"
십계,"빌 보이스,존 스트로나크",두려움,['희생된']
strawberry fields,"박혜림,유지영,이지민,전예란,최효은,김정선,신혜진,이혜리",우울,['눈물이 나는']
가져선 안될 비밀,알랜 벨,두려움,['혼란스러운']
사랑은 쉬지 않는다,이정국,우울,"['눈물이 나는', '눈물이 나는']"
스키야키 웨스턴 장고,미이케 다카시,두려움,['조심스러운']
잭 브룩스 : 몬스터 슬레이어,존 노츠,기타,['염세적인']
인사이드,"알렉상드르 뷔스티요,줄리엔 모리",기타,['당혹스러운']
파이터,나타샤 아르티,기타,['염세적인']
슈퍼배드,그렉 모톨라,두려움,['혼란스러운']
마이코 한!!!,미즈타 노부오,화남,"['질투하는', '자신하는']"
덴 쉬 파운드 미,헬렌 헌트,우울,"['마비된', '혼란스러운']"
타임크라임,나초 비가론도,놀람,['충격 받은']
니트로,알레인 드스로처스,화남,['안달하는']
인 트랜짓,톰 로버츠 ,우울,"['혐오스러운', '희생된', '비통한']"
페르마의 밀실,"루이스 피에드라이타,로드리고 소페나 ",기타,['염세적인']
"필리핀 영화여, 영원하라!",라야 마틴,화남,['악의적인']
오토히스토리아,라야 마틴,행복,"['고립된(당황한)', '흥분']"
로스트 인 베이징,리 위,기타,['혐오스러운']
지상의 별처럼,아미르 칸,두려움,"['희생된', '자신하는']"
데이즈 오브 다크니스,제이크 케네디,기타,['고립된(당황한)']
땀女,"장성은,장종욱",우울,['눈물이 나는']
플래닛 랩터,게리 존스,기타,['혼란스러운(당황한)']
죠니는 거기 있어,윤미영,우울,['눈물이 나는']
사랑은 창 밖의 빗물 같아요,송지혜,기타,['기쁨']
댄스 오브 드래곤,맥스 매닉스,화남,['안달하는']
그녀의 첫 월경,이준애,우울,['눈물이 나는']
시선,심유경,두려움,['두려운']
파두,까를로스 사우라,기타,['염세적인']
플로리스,마이클 래드포드,화남,['악의적인']
옴 샨티 옴,파라 칸,기타,['흥분']
드래곤 헌터,"기욤 이베르넬,아르튀르 크왁",우울,"['염세적인', '마비된']"
런던에서 온 사나이,벨라 타르,두려움,['조심스러운']
섬집아기,최성문,우울,['마비된']
네프스키 거리,박기훈,기타,['좌절한']
더블 클릭,배세웅,기타,['눈물이 나는']
브라보 나의 인생아,,행복,"['염세적인', '신이 난']"
여자의 소원,"오태훈,신미연",화남,['배신당한']
내겐 너무 예쁜 그녀!,차지석,기타,['흥분']
우리의 소원,이은경,행복,['신이 난']
놀이터 아이들과 호랑이,"문영미,한문순",행복,['신이 난']
은하수를 보내며,방예림,우울,['눈물이 나는']
득구의 봄,,두려움,['불안']
와그라노,"황현태,오상택",기타,['혐오스러운']
짝지 바꾸는 날,,화남,['괴로워하는']
사랑에 빠진 개구리,배진우,우울,['눈물이 나는']
전학생,금성초등학교,기타,['염세적인']
돌,금성초등학교,우울,['눈물이 나는']
부자가 되는 법,동상초등학교,우울,['부끄러운']
Fever Dream,"임재은,정혜원,한빛나",기타,['두려운']
숨바꼭질,대구 운암초등학교,기타,['두려운']
내 반지를 찾아줘,도원초등학교,기타,['초조한']
우리가 잊고 있던 소중한 친구,도원초등학교,두려움,['두려운']
그림 리퍼,마이클 페이퍼 ,기타,['눈물이 나는']
재미있는 알약 삼키기,"김지은,이혜지",기타,['조심스러운']
404,"김정선,신혜진,이정연,이지민,최효은",기타,['희생된']
day dream,"정한솔,강진수,왕은정,이정연,전예란,신주희,신혜진",우울,['가난한 불우한']
소시지와 명태포,"유지영,이지민,김정선,한정선",기타,['두려운']
학교를 안갔어,"박혜림,유지영,전예란,김라헬,류현정,신주희,한정선",화남,['구역질 나는']
바디 앤 안티바디,"케리 더글라스 다이,요르단 호프만",화남,['악의적인']
탈리-이한탈라 1944,"아케 린드만,사카리 키르야바이넨",기타,['희생된']
천공의 눈,유내해,행복,['흥분']
천당구,알렉시 탠,기타,['고립된']
투 타이거,산드로 세카,두려움,['혼란스러운']
클레망스,프랭크 부처,기타,['비통한']
콜레라시대의 사랑,마이크 뉴웰,화남,['좌절한']
왓 러브 이즈,마스 캘러한,행복,['흥분']
KJFG 넘버 5,알렉세이 알렉시브,두려움,['두려운']
사랑의 예감,코바야시 마사히로,기타,['눈물이 나는']
아메리칸 드림,소준범,두려움,['초조한']
캡틴 에이헙,필리페 라모스,우울,['눈물이 나는']
사랑에 관한 짧은 필름,김선구,우울,['염세적인']
트레이닝,이충만,기타,['충격 받은']
꼴라쥬,강민우,기타,['고립된(당황한)']
홍필,박재현,우울,['염세적인']
은하수,베네덱 플리고프 ,두려움,['조심스러운']
귀를 기울이지 않는 부부,마이케 더 용 ,기타,['고립된(당황한)']
작은 나방,타오 펑,우울,"['염세적인', '눈물이 나는']"
파리의 지붕 밑,하이너 살림,우울,['염세적인']
Bende Sira,,기타,['안달하는']
來in寶雨 (래인보우),"정여은,전민정,이지영,김소영",우울,['눈물이 나는']
포름알데히드나 행성의 결투,장종욱,우울,['마비된']
더 어글리,"조병욱,윤지욱",우울,['눈물이 나는']
그린쥬스,조아라,우울,['마비된']
기억의 고래,윤영민,기타,['눈물이 나는']
혐오스런 사쿠라코의 일생,오부치 아키라,우울,['환멸을 느끼는']
카라스:레블레이션,사토 케이이치,우울,['환멸을 느끼는']
코드네임 더 몰,빈센조 마라노,기타,"['회의적인', '마비된']"
그녀의 은밀한향기,칸바라 나오토,기타,['환멸을 느끼는']
조교신세계,칸바라 나오토,행복,['기쁨']
진구세주전설 북두의권 3부 라오우전 격투의 장,히라노 토시키,기타,['염세적인']
미요리의 숲,야마모토 니조우,행복,['자신하는']
아이 엠 오메가,그리프 퍼스트,우울,['염세적인']
"우리, 스트레인저",M 닷 스트레인지,행복,['흥분']
이상하지 않은 나라의 앨리스,"스테판 퀘이,티모시 퀘이",우울,['눈물이 나는']
유리디체,"스테판 퀘이,티모시 퀘이",우울,['염세적인']
에메랄드,아핏차퐁 위라세타쿤,기타,['눈물이 나는']
더 챔프 : 분노의 주먹,로드 루리,화남,['배신당한']
걸 스파크,이시이 유야,기타,['염세적인']
미식촌,가오 원동,우울,['염세적인']
삶의 조건,"아핏차퐁 위라세타쿤,샹탈 아커만,페드로 코스타,왕 빙,빈센트 페라스",기타,['염세적인']
비밀결사 매의 발톱단: 총통은 두 번 죽지 않는다,프로그맨,행복,['흥분']
코끼리신 가네시,판카지 샤르마,기타,['눈물이 나는']
레퀴엠,쑨 쉰,행복,['흥분']
하지,리 루이준,기타,['염세적인']
손뼉 치고 주먹 쿵쿵,타카하시 이즈미,기타,['고립된(당황한)']
휴,"실뱅 누보,마티유 나바로,프랑수아 포미에,오로르 튀르베",우울,['눈물이 나는']
문어,"쥘리앵 보카베유,프랑수아 자비에 샤뉴,올리비에 틀라바르,티메리 마르샹,캉탱 마르미에,에뮈드 모크베리",기타,['염세적인']
마우지아,자오 예,두려움,"['희생된', '눈물이 나는']"
정오의 개짖는 소리,장 위에동,두려움,"['조심스러운', '조심스러운']"
코끼리와 바다,우밍진,두려움,"['혼란스러운', '혐오스러운']"
쌍자신투,강도해,우울,['염세적인']
곰 이야기,마리나 카르포바,기타,['조심스러운']
구조대 - 사냥편,야니스 시메르마니스,우울,['고립된']
내버려 두지 맙시다,새라 콕스,놀람,['충격 받은']
냉장고,루시 스탐페스토바,기타,['자신하는']
지구를 살리는 동물 이야기,레스터 모듀,행복,['신이 난']
초보자를 위한 기후 변화 안내서,"에어사이드,알 맥퀴시",두려움,['조심스러운']
콜록콜록,"제이슨 아처,폴 벡",기타,['눈물이 나는']
펭귄의 비명,알렉스 매클린,기타,['혐오스러운']
프랙처,그레고리 호블릿,우울,['마비된']
트레이드,마르코 크레즈페인트너,기타,['희생된']
하운드독,데보라 캠프메이어,우울,['비통한']
참을 수 없는 사랑,매리 스튜어트 매스터슨,우울,['눈물이 나는']
야경,피터 그리너웨이,우울,['염세적인']
미스터 론리,하모니 코린,두려움,['조심스러운']
숲 속에 한 남자가 떨어졌을 때,라이언 에슬링어,우울,['염세적인']
미셔너리맨,돌프 룬드그렌,우울,['염세적인']
블랙 스텔스,마이클 쿠쉬,행복,['흥분']
네이키드 피어,톰 에버하트,기타,['취약한']
애프터 섹스,에릭 아마디오,두려움,"['혼란스러운', '혐오스러운']"
노이즈,헨리 빈,화남,['분노']
뮤직 위딘,스티브 소월리치,화남,"['억울한', '눈물이 나는']"
브로큰 라이프,닐 쿰스,우울,['염세적인']
천기,박기훈,두려움,['혼란스러운']
컨티넨털,스태판 라플뢰르,기타,['조심스러운']
코초치,"이스라엘 카르데나스,로라 아멜리아 구즈만",기타,['안달하는']
타임트랙,제이슨 보크,행복,['흥분']
원더풀 타운,아딧야 아싸랏,우울,['비통한']
주머니 속의 꽃,셍 탓 리우,기타,['자신하는']
카고 200,알렉세이 발라바노프,우울,['염세적인']
무툼,산드라 코구트,행복,['자신하는']
요,라파엘 코츠,기타,['조심스러운']
언파리쉬트,피아 마리스,놀람,['충격 받은']
브릭 레인,사라 가브론,우울,['마비된']
아메리칸 크라임,토미 오하버,기타,"['악의적인', '혐오스러운']"
내 심장을 운디드 니에 묻어다오,이브 시몬느,화남,"['고립된(당황한)', '좌절한']"
도끼에 손대지 마라,자크 리벳,우울,['염세적인']
세인트 트리니안스,"올리버 파커,바너비 톰슨",두려움,['조심스러운']
트라이앵글,"임영동,두기봉,서극",두려움,['두려운']
두 노인,장성은,우울,['외로운']
Day One,김락현,두려움,['취약한']
엄마와 나,홍주옥,우울,['마비된']
편지,유진 그린,우울,['눈물이 나는']
라스트 씬 이터,마이클 랜던 주니어,행복,['감사하는']
무지의 시대,데니 아르깡,두려움,['희생된']
하트 라디오 쇼,로베르토 아르티아고티아,행복,['흥분']
애스트로넛 파머,마이클 폴리쉬,우울,['염세적인']
자쿠오 르 크로퀀,로렝 보토나트,기타,['염세적인']
킹 오브 캘리포니아,마이크 카힐,우울,['슬픔']
블리스,압둘라 오구즈,우울,['염세적인']
버나드 앤 도리스,밥 바라반,기타,['희생된']
The Post Man,김미현,기타,['염세적인']
나와 그림자,엄은현,우울,['외로운']
부부,이근식,두려움,['희생된']
달리기,이봄이,우울,['마비된']
저학년이 알아야 할 음악의 사소한 어떤 것,이영민,기타,['두려운']
홍대 만가,허재선,행복,['흥분']
Hymalayas,박정은,행복,['신이 난']
사신 쿠에바,안두남,두려움,['혼란스러운']
Last Cut,강수진,두려움,['초조한']
꽃들에게 희망을,김현준,우울,['마비된']
Toilet,이영기,기타,['혼란스러운']
The Elegy of Big East Restaurant,이승규,두려움,['당혹스러운']
환타스틱 플라닛,이창환,행복,['자신하는']
One Day,"김진실,이원영",기타,['두려운']
달려라 Honey,이택선,행복,['흥분']
Wake up!!!,김태형,두려움,['조심스러운']
마물헌터 요코 3,Hisashi Abe,우울,['환멸을 느끼는']
재수탱,이승재,화남,['짜증내는']
플라이 하이,김종율,우울,['마비된']
나에게로 간다,홍성희,두려움,['혼란스러운']
얼씨구! 돗가비,손혜진,우울,['눈물이 나는']
낙,김성진,우울,['눈물이 나는']
심볼,이민영,우울,['환멸을 느끼는']
쿰 스토리,최원진,우울,['눈물이 나는']
몽상 예고편,배두호,우울,['염세적인']
발레리나의 꿈,김민선,우울,['고립된']
헬로 우드,김승화,놀람,['충격 받은']
나는나의딸을사랑한다,김정민,두려움,['남의 시선을 의식하는']
윌리 앤 로스,김현정,우울,['마비된']
블루문,박민선,우울,['슬픔']
올드 앤 뉴,박시언,행복,['만족스러운']
잿빛 하늘 꿈,박희영,놀람,['충격 받은']
비하인드 토크,손남정,우울,['마비된']
팬더모니엄,손창민,기타,['혐오스러운']
통로,신수현,우울,['눈물이 나는']
합,정미혜,우울,['마비된']
아무것도 아닌,조아라,두려움,['혼란스러운']
선물,차민지,두려움,['버려진']
달동네 이야기,최규화,행복,['신이 난']
고양이와 나,최지원,놀람,['충격 받은']
무언가,홍예진,기타,['마비된']
행복,김민경,우울,['염세적인']
제이알 프린센스,임은주,우울,['부끄러운']
Don't Expecting This Movie,정미진,우울,['부끄러운']
리본 붕대,신지연,기타,['당혹스러운']
굿나잇!,박용호,기타,['슬픔']
하품하는 거인,김은아,기타,['마비된']
북두칠성,백혜정,두려움,['두려운']
모텔,이선민,기타,['스트레스 받는']
죄,이준선,기타,['혼란스러운(당황한)']
나의 적의 적,케빈 맥도널드,놀람,"['억울한', '혐오스러운', '염세적인', '충격 받은', '충격 받은']"
소방서를 부탁해,토드 홀랜드,놀람,['충격 받은']
"간디, 나의 아버지",페로즈 압바스 칸,기타,['비통한']
환희의 노래,마츠오카 조지,두려움,['희생된']
스턱,스튜어트 고든,우울,['비통한']
엑소더스,펑하오샹,기타,['혐오스러운']
파이팅! 인도,쉬미뜨 아민,기타,['희생된']
맨 인 더 체어,마이클 슈로더,행복,"['자신하는', '마비된']"
인내,라즐로 네메스,두려움,['초조한']
크리스마스와 마법의 장난감,"로버트 자피아,다렐 반 치터스",우울,['고립된']
실비아의 도시에서,호세 루이스 게린,기타,['염세적인']
샷건 스토리즈,제프 니콜스,두려움,"['취약한', '분노']"
부라더 2018,제임스 프랑코,기타,['염세적인']
절대로 네 여자가 될 수 없을거야,애미 핵커링,화남,['괴로워하는']
라이즈 오브 더 풋솔져,줄리언 길베이,기타,['염세적인']
워 랜드,크리스티얀 밀리치,우울,['염세적인']
폴워커의 네고시에이터,존 허츠펠드,두려움,['두려운']
실록 연합적군,와카마츠 코지,행복,['흥분']
문유랑가보,정이삭,기타,['마비된']
더 잡,조나단 브라우닝,기타,['염세적인']
함께 있을 수 있다면,끌로드 베리,두려움,['조심스러운']
몰리에르,로랑 티라르,행복,['흥분']
워터 릴리스,셀린 사아마,우울,['마비된']
재회,왕 샤오슈아이,두려움,"['혼란스러운', '안달하는', '배신당한']"
프라운랜드,로날드 브론스타인,두려움,['조심스러운']
그녀의 뒷머리,조쉬 사프디,화남,['질투하는']
블라인드,타마 반 덴 돕,기타,"['충격 받은', '실망한']"
대홍수,토니 미첼,두려움,['걱정스러운']
옐라,크리스티안 펫졸드,행복,['흥분']
별의 목소리 X 초속5센티미터,신카이 마코토,우울,['눈물이 나는']
명탐정 코난: 감벽의 관,야마모토 야스이치로,행복,['자신하는']
881,로이스탄 퇀,두려움,['조심스러운']
프로즌,쉬바지 찬드라부샨 데오감,기타,['눈물이 나는']
야간버스,카우마르스 푸라호미드,우울,['마비된']
야간 열차,댜오 이난,두려움,['혼란스러운']
여름의 끝자락,청 웬탕,행복,['자신하는']
빨간 콤바인,차이 상준,기타,['조심스러운']
톤도 사람들,짐 미르 리비란,놀람,['충격 받은']
허더스필드,이반 지브코비치,기타,['혐오스러운']
메이지,다렐 루츠,기타,['눈물이 나는']
자유로운 새,"야니스 칼레이스,야니스 푸트닌스,가티스 스미츠,안나 비둘레야",행복,['자신하는']
노말,칼 베세이,화남,['억울한']
페리맨,크리스 그레이엄,우울,['비통한']
쿼터,오권,행복,['흥분']
테힐림,라파엘 나쟈리,두려움,"['취약한', '눈물이 나는']"
콰이어트 시티,애런 캐츠,기타,['슬픔']
프론티어스,자비에르 젠스,기타,['두려운']
극장판 블리치 : 다이아몬드 더스트 리벨리온,아베 노리유키,기타,['희생된']
바시르와 왈츠를,아리 폴만,우울,['마비된']
갑시다,박이웅,우울,['마비된']
바보,김정권,행복,"['기쁨', '기쁨']"
도레미파솔라시도,강건향,두려움,"['조심스러운', '마비된']"
사과,강이관,행복,"['신뢰하는', '남의 시선을 의식하는']"
비행장치,김연정,기타,['조심스러운']
라듸오 데이즈,하기호,화남,"['염세적인', '질투하는']"
"대한이, 민국씨",최진원,행복,"['자신하는', '조심스러운', '배신당한']"
마이 뉴 파트너,김종현,행복,"['자신하는', '흥분']"
나의 스캔들,신정균,두려움,"['조심스러운', '비통한']"
GP506,공수창,화남,"['혼란스러운(당황한)', '배신당한']"
비스티 보이즈,윤종빈,우울,"['염세적인', '혼란스러운']"
"좋은 놈, 나쁜 놈, 이상한 놈",김지운,두려움,['혼란스러운']
서울이 보이냐?,송동윤,행복,"['흥분', '흥분']"
강철중,강우석,화남,['악의적인']
세리와 하르,장수영,두려움,"['걱정스러운', '두려운', '충격 받은']"
그녀는 예뻤다,최익환,두려움,"['염세적인', '당혹스러운']"
걸스카우트,김상만,기타,"['마비된', '비통한']"
흑심모녀,조남호,우울,"['신이 난', '비통한']"
모퉁이의 남자,이진우,기타,['마비된']
송한나,이우정,행복,['신뢰하는']
신기전(神機箭),김유진,두려움,['초조한']
우동 한 그릇,김승희,두려움,"['조심스러운', '부끄러운']"
인디애니박스: 셀마의단백질커피,"김운기,연상호,장형윤",행복,"['흥분', '남의 시선을 의식하는']"
이리,장률,우울,['마비된']
크로싱,김태균,우울,"['슬픔', '마비된']"
눈에는 눈 이에는 이,"곽경택,안권태",화남,"['분노', '당혹스러운']"
님은 먼곳에,이준익,두려움,"['회의적인', '희생된']"
그녀를 사랑해줘요,김현호,두려움,['조심스러운']
나이브 데이즈,박유찬,기타,['염세적인']
누군가의 첫사랑,오창민,두려움,['두려운']
앨리프,텐진,두려움,['초조한']
여고생이다,박지완,두려움,['조심스러운']
인생의 취미,장경순,화남,"['악의적인', '안달하는']"
전설의 케이,송재윤,기타,['혼란스러운']
"네가, '알리'있나?",김강수,두려움,['두려운']
바나나 토끼,서진화,우울,['마비된']
사탕,이수경,평온,['편안한']
스탑,박재옥,행복,['감사하는']
안녕 그리고 안녕,이현진,두려움,['당혹스러운']
영희야 뭐하니?,홍은지,우울,['죄책감의']
다찌마와 리 : 악인이여 지옥행 급행열차를 타라,류승완,행복,['흥분']
고死: 피의 중간고사,창,우울,"['고립된', '염세적인']"
패밀리,"최은미,김은주",두려움,['버려진']
도시에서 그녀가 피할 수 없는 것들,박지연,우울,['마비된']
2-1=4,이광욱,우울,['후회되는']
실비,이은영,우울,['눈물이 나는']
종이 한 장,강민지,두려움,"['희생된', '염세적인']"
당신이 잠든 사이에,김정민,놀람,"['충격 받은', '회의적인']"
달려라 자전거,임성운,우울,['눈물이 나는']
안녕? 허대짜수짜님!,정호중,화남,"['질투하는', '충격 받은']"
비몽(悲夢),김기덕,기타,['걱정스러운']
영화는 영화다,장훈,두려움,['조심스러운']
멋진 하루,이윤기,화남,"['안달하는', '혐오스러운', '염세적인']"
쉿! 그녀에겐 비밀이에요,이인수,화남,"['안달하는', '두려운']"
울학교 이티,박광춘,두려움,['혼란스러운']
트럭,권형진,두려움,['혼란스러운']
외톨이,박재식,놀람,['충격 받은']
모던 보이,정지우,두려움,['두려운']
미쓰 홍당무,이경미,우울,"['염세적인', '분노']"
고고70,최호,놀람,['충격 받은']
아내가 결혼했다,정윤수,화남,"['괴로워하는', '염세적인']"
사랑과 전쟁 - 열두번째 남자,곽기원,화남,['악의적인']
"여름, 속삭임",김은주,두려움,['혼란스러운']
그 남자의 책 198쪽,김정권,우울,['마비된']
서양골동양과자점 앤티크,민규동,행복,"['흥분', '혼란스러운(당황한)']"
미인도,전윤수,화남,"['질투하는', '악의적인']"
1724 기방난동사건,여균동,행복,['흥분']
과속스캔들,강형철,놀람,['충격 받은']
맨데이트: 신이 주신 임무,박희준,우울,"['염세적인', '염세적인']"
초감각 커플,김형주,우울,['염세적인']
순정만화,류장하,기타,['당혹스러운']
불온한 젊은피,박미희,화남,['악의적인']
정서적 싸움,신재영,기타,['고립된']
아리랑 연가,변준철,기타,['가난한 불우한']
백수전설,허재선,기타,['염세적인']
흡혈박쥐와 젖소,"강영일,유재훈",우울,['염세적인']
8/10000,유상헌,기타,['마비된']
그치지 않는 비는 없다,김현성,우울,['비통한']
기차를 세워주세요,한지혜,기타,['신이 난']
내 마음에 불꽃이 있어,"김백준,정성욱",기타,['가난한 불우한']
잔소리(殘소리),최정열,우울,['눈물이 나는']
85B,윤미중,기타,['혼란스러운(당황한)']
파인더,김미영,우울,['마비된']
125 전승철,박정범,기타,['염세적인']
고양이가 있었다,안건형,우울,['염세적인']
고양이가 있었다,안건형,화남,"['방어적인', '염세적인', '분노']"
라라 선샤인,김아론,두려움,['버려진']
"소년, 소년을 만나다",김조광수,행복,['흥분']
낙타는 말했다,조규장,기타,['악의적인']
지구에서 사는 법,안슬기,우울,"['염세적인', '악의적인']"
우리 학교 대표,박상준,기타,['억울한']
Here I Am,하철승,우울,['염세적인']
좋은 밤 되세요,채민기,우울,['염세적인']
원칙의 문제,윤기남,우울,['염세적인']
용기가 필요해,라희찬,기타,"['취약한', '혼란스러운']"
영웅 수퍼맨,이광수,화남,"['안달하는', '눈물이 나는']"
암사자(들),홍재희,기타,['환멸을 느끼는']
수퍼살롱미장원,정민규,화남,['구역질 나는']
사자를 만나다,김은호,두려움,['두려운']
블리치 ,장의진,화남,['억울한']
무한대 이야기,양진열,기타,['흥분']
멀지 않다,이문호,우울,['염세적인']
로맨틱 아일랜드,강철우,기타,['실망한']
당신이 잠든 사이에,이근우,우울,['마비된']
너의 세계,서재경,우울,['비통한']
"남자니까, 여자여서",박인철,두려움,['당혹스러운']
기술직 공무원을 만나다,정동락,우울,['염세적인']
그의 결혼식,권호영,행복,['흥분']
쌍화점,유하,놀람,"['충격 받은', '염세적인']"
귀로,류성규,기타,['눈물이 나는']
팔링게네시아(생명수),이윤석,행복,['신뢰하는']
